[productDonosti];,sensors.js;,sensors.js;,('AirPressure'));,ADDED;0,1
[productDonosti];,sensors.js;,sensors.js;,('AirPressure'));,ADDED;0,1
[productDonosti];,sensors.js;,sensors.js;,('AirPressure'));,ADDED;0,1
[productDonosti];,sensors.js;,sensors.js;,('AirPressure'));,ADDED;0,1
[productDonosti];,sensors.js;,sensors.js;,('AirPressure'));,ADDED;0,1
[productDonosti];,sensors.js;,sensors.js;,('WindSpeed'));,ADDED;0,1
[productDonosti];,sensors.js;,sensors.js;,('WindSpeed'));,ADDED;0,1
[productDonosti];,sensors.js;,sensors.js;,('WindSpeed'));,ADDED;0,1
[productDonosti];,sensors.js;,sensors.js;,none;,ADDED;0,1
[productDonosti];,sensors.js;,sensors.js;,('WindSpeed'));,REMOVED;0,1
